c1,c2,c3,c4,x,y,z,tx,ty,tz
2.551994,7.005575,2.518877,6.993578,-2.675784,1.087255,0.0281105,-2.660337,1.156229,0.02798927
3.080491,6.33952,3.401277,6.501444,-1.930026,0.6770031,-0.3458595,-1.918756,0.7436298,-0.3465441
3.447969,5.555641,3.759798,5.754366,-1.193956,0.967804,-0.3722,-1.186041,1.055739,-0.3745987
7.787264,1.613389,7.886587,2.039558,3.645788,1.664106,-0.2634888,3.627403,1.738095,-0.2594623
3.578147,6.262927,2.566878,5.74543,-1.6648,1.62302,1.02799,-1.651319,1.774258,1.035713
8.194619,2.95477,7.803227,1.571383,3.668953,1.190316,1.051548,3.65132,1.237352,1.043571
8.022167,2.477954,7.748653,1.351563,3.657026,1.596094,0.7282928,3.638431,1.657931,0.7189224
7.648301,3.297058,7.540081,3.037581,2.989946,0.07118361,0.2741594,2.976619,0.1161292,0.2739486
5.998683,4.850318,5.427018,4.122366,0.7830944,0.0964818,1.080477,0.7786634,0.1607764,1.088613
6.79367,3.549624,6.57926,3.119704,2.108519,0.3913255,0.4770508,2.097132,0.4490187,0.4778798
4.95415,4.471535,4.650126,4.132154,0.2863483,1.098215,0.4814987,0.2843108,1.202841,0.4866546
4.561026,5.213176,4.910199,5.521258,-0.4005985,0.006673946,-0.5471153,-0.3983902,0.06730008,-0.5511823
4.09331,5.887623,3.102757,5.247478,-1.128397,1.446695,1.174683,-1.119308,1.590324,1.188013
6.770691,3.466578,6.395968,2.66145,2.126991,0.8776885,0.8212156,2.114069,0.9486254,0.8223081
4.810829,4.224334,5.375915,4.858125,0.3333282,0.5968454,-0.9507982,0.3311926,0.6769835,-0.9593968
3.387965,6.386847,2.442976,5.939834,-1.846447,1.598907,0.9139328,-1.832094,1.73563,0.9183629
6.714265,2.793176,6.461067,2.113259,2.347015,1.686642,0.5572186,2.32997,1.813592,0.5559943
4.021462,5.24523,4.284723,5.44969,-0.7132111,0.6119194,-0.3617058,-0.7087672,0.6874219,-0.3644487
2.402787,7.683787,2.48555,7.710069,-3.345257,0.840218,-0.06786728,-3.3292,0.8913671,-0.06742907
4.169706,4.919034,4.346452,5.069723,-0.4285011,0.8656885,-0.2486191,-0.4256531,0.95353,-0.2508664
3.36151,7.24059,2.859028,7.021427,-2.5835,0.3735246,0.5211096,-2.5704,0.4258521,0.5209516
7.823884,2.344052,7.608512,1.473387,3.501163,1.624918,0.5613056,3.482411,1.696027,0.5539516
2.725242,6.296618,3.04117,6.439656,-2.026943,1.181126,-0.3034172,-2.013779,1.26802,-0.3036282
5.213552,4.304728,5.297493,4.406018,0.5439301,0.4540024,-0.1459465,0.5406526,0.5244237,-0.1470513
3.248186,8.267349,2.696217,8.06647,-3.626869,0.167094,0.5481911,-3.612397,0.2078395,0.5468539
7.273882,3.575093,6.998695,2.975512,2.520519,0.2175248,0.6541405,2.508004,0.2683499,0.6546032
1.64263,7.330348,2.223761,7.482037,-3.208889,1.726534,-0.3792362,-3.189735,1.819711,-0.3744794
3.405279,5.829434,4.207731,6.331775,-1.407558,0.486204,-1.012362,-1.399148,0.5553917,-1.018179
3.021068,6.413273,3.744103,6.783916,-2.011497,0.4803291,-0.8131574,-2.000201,0.5415837,-0.8152431
4.25661,5.796372,4.252021,5.793003,-0.9727516,0.06169706,0.006467819,-0.9674504,0.1206968,0.006508112
7.016518,2.873338,6.794551,2.278259,2.576492,1.163182,0.5126343,2.560966,1.236649,0.5109341
2.777091,7.731915,2.227522,7.551961,-3.270409,0.8264852,0.4609985,-3.254391,0.8776428,0.4583963
1.142009,7.66219,2.848302,8.094306,-3.607292,1.64373,-1.146523,-3.58781,1.699554,-1.134773
4.479095,4.015436,4.692962,4.252685,0.2482986,1.69301,-0.3213387,0.2461605,1.889859,-0.3269341
3.69882,7.105262,2.856692,6.705533,-2.312637,0.4218159,0.9187155,-2.300218,0.478482,0.9200959
7.558622,3.122091,7.356312,2.594227,2.976089,0.4922012,0.5041519,2.961582,0.5418741,0.502906
5.911091,3.965321,5.736303,3.699723,1.208267,0.5083405,0.3373985,1.201076,0.5770868,0.3393038
5.997733,2.486671,6.508909,3.546356,1.875549,1.396774,-1.060921,1.861829,1.507112,-1.065517
4.374257,5.220678,4.082503,4.978773,-0.5109329,0.802878,0.4076653,-0.5075843,0.8877052,0.4112156
2.993486,6.997677,2.026747,6.641855,-2.517082,1.434653,0.8110733,-2.500408,1.524723,0.8088753
4.826897,4.982017,4.94979,5.101175,-0.09563446,0.1154207,-0.1987419,-0.09509778,0.177835,-0.2002486
5.350624,3.565013,5.250444,3.412815,1.003063,1.607683,0.1749706,0.9949914,1.768923,0.1770016
5.182438,4.014385,5.205415,4.044003,0.6758957,0.9075058,-0.03944588,0.6713985,0.9960462,-0.03977919
4.882814,3.284472,5.569266,4.238232,0.823494,1.727817,-1.175165,0.8158821,1.953931,-1.195809
5.761766,4.186535,5.393773,3.663594,0.985714,0.7149639,0.6793013,0.9794294,0.7940801,0.6841933
4.58619,4.803518,4.991247,5.191646,-0.1283035,0.3268436,-0.6413326,-0.1275406,0.3959067,-0.6465677
5.110762,4.605371,4.884073,4.352439,0.3088455,0.6117171,0.3744583,0.3069026,0.6887759,0.3776192
4.36927,4.722969,4.341108,4.696928,-0.2024193,1.086506,0.04045868,-0.2009945,1.188789,0.04088449
3.293481,6.791781,3.659243,6.976485,-2.216198,0.1050874,-0.4230232,-2.20508,0.1569393,-0.423841
3.736475,5.953628,4.156195,6.225624,-1.350235,0.1898373,-0.5492363,-1.342777,0.2501152,-0.5521184
3.404931,6.618982,3.888194,6.880075,-2.02383,0.0367904,-0.5856619,-2.013586,0.089463,-0.5874165
3.441418,6.215267,2.613894,5.798157,-1.687267,1.57153,0.8301413,-1.674136,1.709657,0.8351529
5.56274,4.59002,5.005273,3.895762,0.6213531,0.7524672,0.9731054,0.6172373,0.8384312,0.9818871
8.250137,3.328665,8.053361,2.805686,3.57571,0.06183327,0.535656,3.561548,0.1023459,0.5346894
3.05718,7.672171,3.0421,7.666174,-3.108528,0.1590636,0.01535416,-3.094741,0.2038767,0.01532984
7.170857,3.488284,6.979771,3.076384,2.465572,0.2054252,0.4503555,2.453316,0.2564776,0.4506643
7.781824,3.126087,7.776384,3.112521,3.187656,0.04950976,0.01412582,3.174022,0.09276652,0.0141058
3.141441,7.303076,3.271327,7.35988,-2.729469,0.1286619,-0.138854,-2.716642,0.1763446,-0.138821
5.090082,3.445732,5.487371,4.00941,0.8839741,1.355671,-0.6929752,0.8772418,1.4826,-0.7003841
5.769082,2.65471,6.044902,3.210299,1.653341,1.769482,-0.5392895,1.639676,1.951215,-0.5430895
3.83708,6.623389,3.081038,6.21602,-1.832293,0.5483701,0.8687134,-1.821632,0.6136667,0.8717308
5.792707,2.652461,6.360032,3.732305,1.67004,1.388617,-1.141712,1.657495,1.506233,-1.149091
2.725511,7.007114,2.272693,6.84371,-2.620289,1.225295,0.3787956,-2.604452,1.301097,0.377213
5.945277,3.55509,5.57746,2.898347,1.430288,1.510342,0.7009468,1.419228,1.646345,0.7063754
6.203764,3.656198,6.056056,3.399545,1.579234,0.5791506,0.3006325,1.569932,0.646705,0.3018127
4.092597,4.651414,4.282967,4.819763,-0.3077078,1.320093,-0.2625446,-0.3053941,1.444672,-0.2657431
5.146563,4.135262,5.71699,4.826723,0.5902205,0.3417855,-1.024473,0.58667,0.4127963,-1.03281
7.067246,1.404032,7.544018,2.989573,3.018373,1.691186,-1.168081,2.998416,1.776289,-1.16104
3.446003,6.807713,2.48774,6.376431,-2.168131,1.048673,0.9465218,-2.154376,1.126003,0.9476816
8.08213,2.477251,8.399384,3.371289,3.713881,0.2823299,-0.8736916,3.699004,0.3227909,-0.8714697
2.631487,6.066314,3.122697,6.294972,-1.880625,1.440202,-0.4699364,-1.867215,1.552268,-0.4710856
7.00033,3.25268,6.590156,2.237287,2.416788,1.165748,0.9298477,2.401544,1.242454,0.9290788
6.985872,2.049128,7.103487,2.419924,2.805179,1.50169,-0.2782154,2.787718,1.590237,-0.2761847
7.924142,2.141598,8.1763,2.94046,3.653844,0.7121928,-0.6804438,3.637849,0.7564529,-0.676644
6.402561,2.787173,6.827655,3.659564,2.088806,0.6969065,-0.9353659,2.076529,0.7629894,-0.9373467
4.382614,4.846675,4.325881,4.795436,-0.2695104,0.9422746,0.08155823,-0.2676849,1.034671,0.08234239
7.906437,1.901049,7.94782,2.066414,3.698649,1.384156,-0.1107311,3.681111,1.443664,-0.109347
2.571566,6.514894,3.52615,6.947275,-2.252858,0.8345162,-0.9691162,-2.239431,0.9020609,-0.9701306
7.466211,2.311618,7.623396,2.777669,3.165819,0.8034917,-0.3973618,3.150046,0.8558694,-0.3953111
3.93142,5.884985,2.987481,5.301135,-1.208663,1.583561,1.075851,-1.198562,1.74729,1.088504
2.552414,7.364576,3.659801,7.817692,-2.996957,0.3382692,-1.146893,-2.982636,0.3859425,-1.146554
4.650897,4.02225,4.798213,4.191718,0.3434744,1.46862,-0.2288809,0.3407719,1.61339,-0.2320017
2.650938,7.133817,1.713945,6.841161,-2.760577,1.758198,0.6862995,-2.741493,1.872921,0.6816444
6.524786,3.675813,6.429003,3.502978,1.826084,0.2285198,0.206152,1.816327,0.2854526,0.2067912
6.600239,4.058376,6.121953,3.222667,1.703125,0.4379309,1.009634,1.693296,0.5025839,1.014139
7.119007,2.618018,7.50339,3.531944,2.753035,0.4245319,-0.9370995,2.73914,0.4758101,-0.9367679
8.137605,3.435604,7.828413,2.620458,3.415539,0.1981008,0.8241463,3.401078,0.2404392,0.8227624
3.738242,5.6326,3.224213,5.305401,-1.118116,1.458392,0.5907288,-1.109483,1.593599,0.5964838
5.657819,3.703351,5.432643,3.349254,1.151695,1.221202,0.4130497,1.143507,1.327642,0.4162173
2.503921,7.904542,3.378746,8.22363,-3.528078,0.2873855,-0.8596849,-3.513261,0.3293087,-0.857717
6.040883,3.219041,5.901106,2.948392,1.644684,1.329228,0.2770676,1.633127,1.435826,0.278202
6.893909,3.711948,6.701549,3.341158,2.119968,0.1064695,0.4348631,2.109214,0.1591544,0.4358703
4.123427,4.744566,3.961378,4.604429,-0.3472195,1.68087,0.2147522,-0.3442661,1.872043,0.2183571
6.162836,2.150655,6.584466,3.162272,2.10157,1.772767,-0.8933716,2.084702,1.930675,-0.8957751
4.742325,5.415166,4.425882,5.140312,-0.4296303,0.2284992,0.4798927,-0.4271482,0.2937653,0.4835352
2.298837,7.535072,2.077631,7.470556,-3.235527,1.253031,0.1628113,-3.218291,1.316708,0.161351
5.432673,3.820077,5.052341,3.256563,0.9409256,1.775587,0.6544495,0.9325591,1.994192,0.6646308
2.320661,6.841837,2.249042,6.817877,-2.606377,1.604593,0.05487633,-2.589079,1.710982,0.05454671
7.187756,3.079422,6.701478,1.651913,2.655685,1.733579,1.128692,2.636312,1.846157,1.125671
3.664744,4.898354,3.817361,5.013558,-0.6659813,1.744371,-0.1872578,-0.6602199,1.951036,-0.1903162
4.240984,5.102787,4.694577,5.485576,-0.5063133,0.3764319,-0.6702442,-0.5032804,0.4463079,-0.6755173
4.366623,4.850425,4.620339,5.080035,-0.2804756,0.6308945,-0.3768044,-0.2787013,0.708773,-0.3800227
4.191217,4.066195,4.730441,4.620033,0.06511307,1.72994,-0.7865562,0.0645225,1.952693,-0.8017938
7.260149,3.654865,6.786191,2.588565,2.473103,0.5984177,1.108643,2.459483,0.6567105,1.109561
2.599427,7.359915,2.262552,7.247791,-2.979359,1.045265,0.2745934,-2.963208,1.106693,0.2729798
3.261496,6.264855,3.857252,6.594653,-1.798233,0.3771256,-0.7043695,-1.788191,0.4381082,-0.7068394
7.110861,2.298526,6.979538,1.852788,2.849075,1.779032,0.3113089,2.830071,1.897393,0.3083991
7.473933,3.006624,7.070001,1.779053,2.943806,1.312546,0.9840202,2.926243,1.380619,0.9791268
5.33057,4.833077,4.793404,4.233247,0.3180656,0.6202873,0.8982468,0.3160213,0.7009271,0.9063761
6.536214,3.159161,6.347136,2.746694,2.059242,1.031044,0.4057007,2.046363,1.109157,0.4059949
7.919502,2.360596,7.686139,1.389469,3.590416,1.656355,0.6154175,3.571632,1.725519,0.6069646
6.022566,2.928075,5.983374,2.846591,1.744232,1.59604,0.07811546,1.731105,1.7334,0.07842338
4.428347,5.431627,3.988409,5.079343,-0.6222687,0.6980728,0.6120682,-0.6182702,0.7785758,0.6171412
1.733846,7.178518,2.23171,7.314741,-3.052002,1.758752,-0.3328529,-3.032806,1.863557,-0.3290516
6.273819,2.896451,6.376879,3.113391,1.948029,1.04363,-0.2170067,1.935711,1.124306,-0.2172957
3.122064,6.203084,3.307122,6.298254,-1.806732,0.8391495,-0.197813,-1.795685,0.9128672,-0.1982945
2.193946,6.366276,3.056335,6.71247,-2.248192,1.526652,-0.7549095,-2.232255,1.635623,-0.7546312
7.269461,1.814024,7.348444,2.108376,3.116146,1.725791,-0.1947784,3.097149,1.824901,-0.1924276
3.276823,6.326171,2.582725,5.99611,-1.843571,1.450935,0.6755753,-1.830179,1.565798,0.6778501
3.595077,5.646318,3.352857,5.495268,-1.193241,1.240609,0.2784443,-1.18477,1.347624,0.2804885
5.595008,3.318843,5.492166,3.142371,1.278522,1.692539,0.1881562,1.268087,1.866247,0.1900378
2.401165,7.803258,2.122732,7.722126,-3.462109,1.054487,0.2117214,-3.445328,1.108127,0.2099332
2.269635,7.011794,2.031911,6.938492,-2.769142,1.694583,0.1718349,-2.750876,1.80524,0.1704307
3.457444,6.396946,4.051781,6.73676,-1.819946,0.07801973,-0.740963,-1.810438,0.1333001,-0.7438351
4.723975,5.352217,3.995275,4.721495,-0.3984413,0.9351133,1.047958,-0.3956434,1.033773,1.058952
6.442832,3.245259,6.062629,2.403559,1.95079,1.565421,0.7900391,1.936149,1.691553,0.7924353
3.667294,7.434339,2.611567,6.974283,-2.627502,0.4684811,1.10425,-2.613771,0.5222801,1.104794
2.291773,6.960081,2.943807,7.201146,-2.714821,0.9946819,-0.5709267,-2.699407,1.058704,-0.5689627
7.050615,3.467391,6.836617,3.008483,2.367783,0.335748,0.4949441,2.355523,0.38975,0.4953049
7.513254,3.075613,7.161594,2.073365,2.953026,0.9808261,0.8634844,2.93685,1.038954,0.8600919
