c1,c2,c3,c4,x,y,z,tx,ty,tz
4.529675,5.804235,4.251195,5.589619,-0.8278694,0.03092578,0.4032898,-0.8231987,0.09478498,0.4075504
2.271526,6.609136,3.455016,7.103378,-2.423317,1.044222,-1.126379,-2.407552,1.12307,-1.129551
3.712341,6.219893,3.378435,6.026559,-1.566231,0.5722466,0.391674,-1.556599,0.6453162,0.3946088
2.617091,7.825765,2.070136,7.660215,-3.4161,0.9782894,0.4300848,-3.39959,1.034392,0.4272831
6.482152,3.769647,6.310235,3.46569,1.74778,0.2687118,0.3641148,1.738004,0.3315313,0.3665385
3.57093,5.875493,3.164747,5.637862,-1.370842,1.189515,0.4513531,-1.360617,1.300244,0.4559867
6.61786,3.415888,6.270344,2.681312,2.0214,0.9867173,0.7429848,2.007987,1.071038,0.7464764
1.745974,7.878005,2.522338,8.085587,-3.705353,1.211089,-0.557682,-3.688408,1.267105,-0.5522938
3.100775,8.191479,2.128899,7.875134,-3.608437,0.667595,0.8499374,-3.592845,0.7150172,0.8470988
3.395818,4.993285,4.138953,5.525599,-0.8450012,1.43778,-0.9164867,-0.8375822,1.600246,-0.9332259
