c1,c2,c3,c4,x,y,z,tx,ty,tz
5.673559,4.597881,5.100872,3.869126,0.6648865,0.594248,-0.1645184,0.6905473,0.7518598,1.028395
4.387218,5.139699,4.532938,5.264632,0.06922531,0.6958398,-0.02593613,-0.4480517,0.4674375,-0.2166394
7.895103,3.074645,7.683502,2.481329,3.618999,0.3981432,0.03491211,3.304951,0.5159036,0.5494077
7.764322,1.156809,8.157758,2.757269,3.981293,1.651821,-1.300739,3.684156,1.684834,-1.044054
3.331983,7.765334,2.525899,7.455097,-2.30307,0.7280188,0.8636494,-3.074894,0.460366,0.7869905
3.548172,5.289803,4.159545,5.717893,-0.4676933,1.208094,-0.6444855,-0.9620305,1.011928,-0.7853817
5.909256,4.47788,5.622853,4.092502,1.025288,0.1783266,-0.3844774,0.9292438,0.1667359,0.550472
6.73897,2.768685,6.786314,2.882003,2.558189,0.8212249,-0.6451988,2.359257,0.9586354,-0.1067212
5.759255,3.141973,6.125312,3.771262,1.843655,1.021588,-0.676178,1.456064,1.026719,-0.7250705
2.728921,7.639262,3.60816,7.995632,-2.403519,0.1993503,-0.8966026,-3.181957,0.1600478,-0.9286354
3.77631,5.481554,3.721874,5.444195,-0.4976425,1.471891,0.1931076,-0.9866822,1.050236,0.06802869
4.059547,4.947472,4.265349,5.117692,0.006248474,1.310569,-0.02207947,-0.4998472,1.040494,-0.2855471
2.79667,8.001146,3.475701,8.263019,-2.662491,0.03430315,-0.6470757,-3.512311,0.06197119,-0.7098556
8.095546,3.203279,7.89474,2.655192,3.778229,0.1960907,-0.03679371,3.454804,0.2871411,0.5351583
4.158762,4.176734,4.616009,4.632207,0.426178,2.041866,-0.4330188,-0.009362698,1.875944,-0.6687049
6.943009,3.379493,6.430262,2.136321,2.518204,1.060937,0.6271687,2.299025,1.457826,1.14285
4.505573,4.799265,4.792123,5.069241,0.3672333,0.7430423,-0.1371422,-0.1707976,0.5734178,-0.4440429
6.040665,2.717173,6.353794,3.356203,2.123177,1.253639,-0.7961998,1.819163,1.32192,-0.6468447
2.716145,6.423083,2.422517,6.304533,-1.604389,2.681141,0.3495483,-2.117409,1.824998,0.2514763
6.49382,3.719466,6.211592,3.201345,1.893505,0.408225,-0.1999626,1.770954,0.5867788,0.5976371
4.876429,4.499862,5.233283,4.884305,0.7598648,0.5461261,-0.2849503,0.2206752,0.4289291,-0.6012812
5.402777,4.629908,5.297977,4.507173,0.7481728,0.3505633,-0.2805653,0.4846221,0.2035003,0.1869073
2.922141,7.592955,2.463988,7.42868,-2.284908,0.9401594,0.6108858,-3.069629,0.6949235,0.4112786
2.228987,7.851445,3.387612,8.255466,-2.759678,0.5897873,-1.115506,-3.5423,0.5584284,-1.084589
6.61598,3.091346,6.301038,2.342714,2.333935,1.193594,0.1852589,2.138423,1.539317,0.6780189
8.047799,3.170578,7.934557,2.87101,3.730888,0.09319383,-0.3075485,3.419657,0.1564112,0.3016451
2.70111,6.172495,2.788712,6.21133,-1.407513,2.654449,0.02222061,-1.925231,1.712395,-0.08015347
5.76222,3.184469,6.010297,3.614045,1.741985,1.103097,-0.6532593,1.441396,1.097593,-0.4867471
3.117112,6.60613,2.295734,6.260588,-1.653332,2.670914,0.6250858,-2.120285,1.62251,0.7409986
